Ticker,Score,Close,RSI,EMA_Score,MACD_Score,OBV_Score,Pred_Breakout,Pred_Reversal,Pred_EMA_Cross,Volume_Spike,Regime,Percentile
XT,-4.96,72.0999984741211,42.49,1.15,-80.06,100.0,100.0,0.0,100.0,0.34,RANGE,47.08
AIPO,-5.0,24.614999771118164,71.53,100.0,0.0,100.0,-100.0,-100.0,100.0,1.04,RANGE,46.98
RMBS,-5.0,108.0,71.42,100.0,0.0,100.0,-100.0,-100.0,100.0,1.3,RANGE,46.98
AFYA,-5.0,13.93000030517578,27.82,-100.0,0.0,100.0,-100.0,0.0,-100.0,0.97,RANGE,46.98
GRRR,-5.0,14.229999542236328,88.56,100.0,0.0,100.0,-100.0,-100.0,100.0,0.88,RANGE,46.98
UPBD,-5.0,20.14999961853028,68.26,100.0,-147.81,100.0,-43.76,-91.32,77.56,1.36,TREND,46.98
XTKG,-5.08,0.1385000050067901,34.06,-100.0,80.87,100.0,77.92,0.0,-62.91,0.4,TREND,46.87
BHFAP,-5.18,16.244300842285156,55.23,59.98,-107.66,100.0,-71.84,-26.14,63.8,0.78,RANGE,46.83
CUE,-5.23,0.3039000034332275,41.41,-100.0,106.93,100.0,-100.0,0.0,-82.36,0.7,TREND,46.79
WEST,-5.26,4.550000190734863,60.53,100.0,-200.0,100.0,100.0,-52.63,100.0,1.4,TREND,46.76
HRZN,-5.28,6.65500020980835,40.0,-3.89,-71.93,100.0,6.88,0.0,89.33,0.62,RANGE,46.72
DUO,-5.29,1.5700000524520874,54.49,14.06,-61.35,100.0,100.0,0.0,95.86,2.27,TREND,46.68
SBFM,-5.31,1.2200000286102295,44.86,-91.26,48.12,100.0,100.0,0.0,-5.4,0.18,TREND,46.65
WSC,-5.35,22.5,64.04,89.61,-200.0,100.0,100.0,-70.19,100.0,0.26,TREND,46.61
RLYB,-5.39,0.6568999886512756,40.6,-100.0,-48.93,56.73,-100.0,0.0,33.36,0.51,RANGE,46.57
AVXL,-5.41,5.019999980926514,62.33,100.0,-172.13,100.0,23.89,-61.64,100.0,1.14,TREND,46.54
YSXT,-5.42,1.3949999809265137,38.72,11.95,-62.74,100.0,100.0,0.0,26.89,0.34,TREND,46.5
PHAT,-5.52,14.039999961853027,26.68,-100.0,0.0,100.0,51.99,0.0,100.0,2.22,TREND,46.47
CECO,-5.56,67.0,60.28,100.0,-200.0,100.0,41.93,-51.42,100.0,1.92,TREND,46.43
SNWV,-5.65,27.09000015258789,36.89,-100.0,0.0,100.0,100.0,65.55,100.0,1.04,TREND,46.39
RCAT,-5.66,13.670000076293944,50.0,100.0,-200.0,100.0,33.45,0.0,100.0,0.59,TREND,46.32
QQEW,-5.66,140.8000030517578,47.41,-33.52,135.35,100.0,100.0,12.97,-100.0,0.39,RANGE,46.32
CDNA,-5.66,20.0,40.59,61.96,-200.0,-100.0,100.0,0.0,100.0,2.02,RANGE,46.32
APEI,-5.67,40.13999938964844,68.36,34.13,0.0,-100.0,-100.0,-91.78,100.0,0.96,TREND,46.25
CRVS,-5.69,8.055000305175781,86.96,100.0,0.0,-100.0,-100.0,0.0,-100.0,1.97,TREND,46.21
SYM,-5.7,67.30999755859375,45.66,-100.0,0.0,100.0,100.0,0.0,-100.0,1.13,TREND,46.17
GRFS,-5.72,8.890000343322754,22.58,-99.85,0.0,100.0,-100.0,0.0,-100.0,1.58,RANGE,46.14
BOSC,-5.73,4.900000095367432,39.84,-24.83,0.0,-100.0,75.76,0.0,41.39,0.98,TREND,46.1
LZ,-5.75,8.859999656677246,31.25,-100.0,0.0,100.0,-100.0,0.0,-100.0,2.34,RANGE,45.83
MYRG,-5.75,250.0200042724609,87.49,100.0,0.0,100.0,-100.0,-100.0,100.0,4.88,RANGE,45.83
VOLT,-5.75,31.5,77.75,100.0,0.0,100.0,-100.0,-100.0,100.0,3.67,RANGE,45.83
FAST,-5.75,43.7400016784668,75.61,100.0,0.0,100.0,-100.0,-100.0,100.0,1.83,RANGE,45.83
CHTR,-5.75,189.75,16.62,-100.0,0.0,100.0,-100.0,0.0,-100.0,1.81,RANGE,45.83
STRL,-5.75,351.07000732421875,76.89,100.0,0.0,100.0,-100.0,-100.0,100.0,1.91,RANGE,45.83
MPWR,-5.75,1032.260009765625,71.93,100.0,0.0,100.0,-100.0,-100.0,100.0,1.84,RANGE,45.83
LBRDA,-5.75,44.04999923706055,15.7,-100.0,0.0,100.0,-100.0,0.0,-100.0,1.75,RANGE,45.83
SFST,-5.75,55.7599983215332,89.38,100.0,0.0,100.0,-100.0,-100.0,100.0,1.55,RANGE,45.83
NTNX,-5.75,45.7400016784668,2.5,-100.0,-200.0,100.0,-100.0,0.0,100.0,2.28,RANGE,45.83
OTEX,-5.75,30.200000762939453,15.04,-100.0,0.0,100.0,-100.0,0.0,-100.0,2.3,RANGE,45.83
ACIW,-5.75,42.9900016784668,10.49,-100.0,0.0,100.0,-100.0,0.0,-100.0,1.66,RANGE,45.83
LBRDK,-5.75,44.18999862670898,16.22,-100.0,0.0,100.0,-100.0,0.0,-100.0,1.51,RANGE,45.83
GEHC,-5.75,81.76000213623047,16.13,-100.0,0.0,100.0,-100.0,0.0,-100.0,3.45,RANGE,45.83
FTSL,-5.76,46.08700180053711,54.15,1.93,12.87,100.0,100.0,0.0,-11.57,0.0,RANGE,45.55
ERII,-5.77,14.300000190734863,56.72,4.92,27.11,-100.0,100.0,-33.58,22.64,1.09,RANGE,45.52
FOLD,-5.8,14.324999809265137,31.78,1.76,-73.84,67.42,40.14,0.0,40.44,0.57,TREND,45.46
OPXS,-5.8,14.8149995803833,38.16,29.05,-200.0,100.0,100.0,0.0,100.0,1.46,TREND,45.46
PLSE,-5.83,14.25,47.69,-14.86,-2.75,-100.0,100.0,0.0,100.0,1.23,RANGE,45.41
PERI,-5.84,9.470000267028809,43.82,-8.32,-22.34,-100.0,27.33,0.0,100.0,3.32,RANGE,45.37
HYPR,-5.88,1.2050000429153442,41.81,100.0,-183.75,100.0,-17.94,0.0,100.0,0.56,TREND,45.3
MVIS,-5.88,0.8895000219345093,14.6,-100.0,-62.17,100.0,-100.0,0.0,23.24,1.51,RANGE,45.3
RR,-5.88,3.880000114440918,37.64,56.08,-133.07,100.0,100.0,61.82,100.0,0.54,TREND,45.3
CGBD,-6.05,12.850000381469728,53.33,33.26,-93.2,100.0,100.0,0.0,100.0,0.79,RANGE,45.23
MPB,-6.07,32.439998626708984,69.23,90.3,0.0,100.0,-100.0,-96.15,100.0,1.0,RANGE,45.19
MBUU,-6.1,33.619998931884766,56.1,74.74,-200.0,100.0,100.0,0.0,100.0,3.04,TREND,45.15
MDGL,-6.11,502.2799987792969,44.2,-53.69,0.0,100.0,100.0,0.0,-100.0,1.38,TREND,45.1
ESGD,-6.11,98.61000061035156,58.01,13.21,0.0,100.0,100.0,0.0,-100.0,0.34,RANGE,45.1
TRIB,-6.13,0.6974999904632568,50.75,-56.52,8.6,100.0,61.17,0.0,-2.82,0.12,TREND,45.04
KLTO,-6.15,0.3215000033378601,65.14,25.64,12.7,87.6,-88.46,0.0,13.52,0.21,TREND,45.01
HDSN,-6.18,7.489999771118164,89.47,80.12,59.65,100.0,-48.05,-100.0,-45.18,2.26,RANGE,44.97
CGEM,-6.2,10.720000267028809,45.49,14.08,-167.46,100.0,100.0,0.0,100.0,1.22,RANGE,44.92
VRAX,-6.2,0.3059999942779541,27.71,-100.0,-26.52,100.0,100.0,100.0,45.45,1.55,TREND,44.92
AHCO,-6.21,10.600000381469728,52.55,19.56,-200.0,100.0,100.0,0.0,100.0,3.37,TREND,44.86
XFOR,-6.22,3.694999933242798,42.67,-100.0,78.31,100.0,-63.01,0.0,-96.34,0.97,RANGE,44.83
OBIO,-6.23,4.235000133514404,38.11,-100.0,64.65,100.0,100.0,0.0,-100.0,1.15,RANGE,44.79
AKBA,-6.24,1.3600000143051147,44.08,-82.68,68.18,100.0,100.0,0.0,-29.97,0.0,TREND,44.73
PACB,-6.24,2.2149999141693115,34.4,100.0,-200.0,100.0,26.58,0.0,100.0,0.63,TREND,44.73
QVCGA,-6.25,9.699999809265137,56.34,91.83,-200.0,100.0,100.0,0.0,100.0,0.69,TREND,44.68
GLIBK,-6.32,37.5,30.48,-64.06,0.0,100.0,-100.0,0.0,100.0,1.19,TREND,44.64
CNEY,-6.37,0.5501999855041504,47.22,-100.0,68.47,100.0,100.0,0.0,1.2,0.24,TREND,44.61
IINN,-6.41,0.8970000147819519,50.12,-100.0,38.7,100.0,100.0,0.0,-71.82,1.8,TREND,44.57
AXGN,-6.42,31.020000457763672,53.91,-41.59,0.0,100.0,100.0,-19.56,100.0,1.76,RANGE,44.53
FMNB,-6.49,13.520000457763672,62.19,48.04,-50.6,89.89,-44.91,-60.96,100.0,1.32,TREND,44.48
GAMB,-6.49,4.900000095367432,31.72,-100.0,87.52,100.0,84.39,0.0,-90.11,1.29,TREND,44.48
LOCO,-6.51,11.154999732971191,57.25,15.33,-111.84,34.69,-0.87,0.0,100.0,1.74,RANGE,44.42
ZEO,-6.52,1.0299999713897705,62.55,-59.85,160.26,100.0,100.0,0.0,-100.0,0.03,RANGE,44.39
SCLX,-6.55,11.359999656677246,33.82,-100.0,42.02,100.0,93.13,80.88,-100.0,0.74,TREND,44.35
MORN,-6.56,213.9100036621093,22.69,-20.05,-200.0,75.69,17.84,0.0,100.0,0.71,RANGE,44.3
FICS,-6.56,40.29999923706055,37.35,-3.98,-15.76,39.64,100.0,0.0,31.24,0.05,RANGE,44.3
CCNE,-6.59,27.1200008392334,82.41,95.14,0.0,100.0,-100.0,-100.0,100.0,1.82,RANGE,44.24
SY,-6.61,2.680000066757202,46.15,-5.41,-10.87,-100.0,100.0,0.0,-4.0,0.94,TREND,44.21
JFIN,-6.62,6.804999828338623,56.41,-24.55,-121.9,100.0,96.41,0.0,100.0,1.13,TREND,44.17
ZJYL,-6.64,0.153899997472763,47.19,-100.0,79.83,100.0,39.55,0.0,-47.69,0.2,RANGE,44.13
XRPI,-6.66,12.017000198364258,29.0,-80.93,0.0,-5.87,70.29,0.0,-100.0,0.0,TREND,44.1
UFG,-6.68,1.2000000476837158,25.78,-100.0,-73.05,100.0,99.38,0.0,98.98,0.61,TREND,44.04
MEDP,-6.68,610.7899780273438,44.91,43.46,-200.0,100.0,100.0,0.0,100.0,1.43,TREND,44.04
CCB,-6.72,113.0500030517578,49.12,21.84,0.0,100.0,100.0,0.0,100.0,1.13,RANGE,43.99
SBAC,-6.75,194.13999938964844,66.56,84.6,0.0,-100.0,100.0,0.0,-100.0,1.61,RANGE,43.95
PNTG,-6.81,29.18000030517578,56.46,28.03,0.0,-100.0,-100.0,0.0,100.0,2.28,RANGE,43.91
NFE,-6.82,1.4249999523162842,71.86,100.0,-9.09,100.0,-100.0,-100.0,100.0,0.76,RANGE,43.88
LAND,-6.84,10.020000457763672,73.43,100.0,-122.81,100.0,-100.0,-100.0,100.0,1.3,TREND,43.84
DMRC,-6.87,6.369999885559082,46.88,-41.4,0.0,100.0,55.54,0.0,100.0,0.94,TREND,43.8
AMPG,-6.88,3.630000114440918,38.39,11.33,-186.65,100.0,100.0,0.0,100.0,0.74,TREND,43.77
FHTX,-6.93,6.010000228881836,35.29,38.19,-200.0,100.0,100.0,0.0,100.0,0.94,TREND,43.73
ARQ,-6.96,3.630000114440918,50.0,-29.01,-108.6,100.0,100.0,0.0,52.28,2.06,TREND,43.7
HCSG,-7.03,19.09000015258789,65.17,14.84,-30.57,100.0,99.08,-75.87,100.0,1.67,RANGE,43.66
VONG,-7.04,121.06500244140624,52.69,-14.45,0.0,100.0,90.84,0.0,100.0,0.3,RANGE,43.62
INMB,-7.1,1.7350000143051147,78.18,100.0,57.87,-100.0,-100.0,0.0,-100.0,1.59,TREND,43.59
PSEC,-7.13,2.859999895095825,28.8,49.07,-176.4,100.0,-6.83,0.0,100.0,1.1,TREND,43.55
ALHC,-7.14,22.5,64.29,100.0,-200.0,100.0,-100.0,-71.43,100.0,0.99,TREND,43.49
YHC,-7.14,0.9824000000953674,37.63,-55.65,8.89,100.0,-67.24,0.0,-11.25,0.03,TREND,43.49
FGL,-7.19,0.1446000039577484,53.52,-100.0,16.83,92.27,100.0,0.0,-14.61,0.71,TREND,43.44
PMVP,-7.21,1.1299999952316284,50.0,-85.29,16.03,100.0,51.34,0.0,-6.23,1.79,TREND,43.4
CASS,-7.22,42.55500030517578,59.42,64.41,-200.0,90.57,-1.23,0.0,100.0,2.25,RANGE,43.37
ESLT,-7.23,730.8599853515625,64.45,100.0,-200.0,100.0,100.0,-72.26,100.0,1.16,TREND,43.33
INVA,-7.24,19.43000030517578,37.98,5.05,-200.0,100.0,100.0,0.0,100.0,1.79,RANGE,43.29
ADIL,-7.26,0.2250999957323074,50.64,-26.71,-0.9,100.0,100.0,0.0,10.25,0.77,TREND,43.26
HTCR,-7.28,0.3136000037193298,47.01,-45.72,-4.77,68.07,100.0,14.93,12.9,0.03,TREND,43.22
CVBF,-7.31,19.920000076293945,79.81,87.1,0.0,100.0,-100.0,-100.0,100.0,2.32,RANGE,43.17
PCAR,-7.31,121.37000274658205,66.95,58.24,-200.0,100.0,45.01,0.0,100.0,1.29,TREND,43.17
ZSPC,-7.38,0.5529000163078308,59.23,100.0,-81.82,-100.0,-100.0,-46.15,100.0,1.08,TREND,43.11
MYSZ,-7.4,0.871999979019165,18.12,-100.0,-3.03,100.0,97.92,0.0,24.15,0.61,TREND,43.08
MGX,-7.44,1.6799999475479126,30.83,-76.29,-19.14,-100.0,93.79,95.83,13.08,0.75,RANGE,43.04
OFLX,-7.45,32.540000915527344,63.51,74.39,-200.0,100.0,100.0,-67.54,100.0,1.45,TREND,43.0
CDLX,-7.46,1.2000000476837158,25.16,-100.0,-84.53,100.0,100.0,0.0,75.68,1.62,TREND,42.97
FIP,-7.47,5.769999980926514,71.08,100.0,-124.91,100.0,-100.0,-100.0,100.0,1.29,TREND,42.93
DOYU,-7.49,6.775000095367432,36.6,-27.61,28.05,100.0,100.0,67.02,30.13,0.69,RANGE,42.88
CMPX,-7.49,5.690000057220459,34.82,100.0,-178.5,-100.0,100.0,0.0,100.0,1.05,TREND,42.88
CRWD,-7.52,453.9599914550781,43.8,-61.39,0.0,100.0,75.73,0.0,100.0,0.7,TREND,42.82
WLDN,-7.59,133.89999389648438,68.78,100.0,-200.0,100.0,40.95,-93.88,100.0,0.81,TREND,42.78
USLM,-7.61,131.25999450683594,60.28,50.97,0.0,100.0,-91.21,-51.4,100.0,1.82,RANGE,42.75
UCTT,-7.62,43.72999954223633,66.48,100.0,-200.0,100.0,-37.37,0.0,100.0,0.57,TREND,42.71
NVDU,-7.63,116.58000183105467,61.83,61.63,0.0,100.0,-100.0,-59.14,100.0,1.0,RANGE,42.67
VSTM,-7.64,6.670000076293945,45.09,-100.0,31.51,100.0,100.0,24.56,14.87,1.19,TREND,42.64
IVF,-7.65,0.8123999834060669,51.9,-52.04,-65.81,100.0,100.0,0.0,95.79,1.05,TREND,42.6
SCZ,-7.71,80.83000183105469,70.09,24.89,0.0,100.0,71.66,-100.0,23.94,3.63,RANGE,42.55
ESQ,-7.71,106.88999938964844,63.37,31.54,0.0,-100.0,100.0,0.0,100.0,0.92,RANGE,42.55
NVDL,-7.76,87.20999908447266,63.59,60.26,0.0,100.0,-100.0,-67.94,100.0,0.95,RANGE,42.49
SHIP,-7.83,9.385000228881836,46.44,4.32,-107.95,100.0,100.0,17.82,100.0,1.63,RANGE,42.44
ONEW,-7.83,13.880000114440918,63.61,100.0,-200.0,100.0,100.0,-68.05,100.0,3.27,TREND,42.44
FWONA,-7.87,82.19000244140625,49.31,-46.05,0.0,100.0,100.0,0.0,-100.0,1.62,TREND,42.38
RELI,-7.91,0.5116999745368958,45.2,-61.53,32.7,68.03,100.0,0.0,-32.82,0.78,TREND,42.35
REFI,-7.94,12.5600004196167,44.32,26.65,-152.05,100.0,84.72,0.0,100.0,1.27,RANGE,42.31
VICR,-7.99,149.85000610351562,60.47,100.0,-200.0,100.0,53.32,-52.33,100.0,1.15,TREND,42.27
LNTH,-8.0,64.23999786376953,36.46,-72.58,-200.0,100.0,100.0,67.69,100.0,1.86,RANGE,42.22
SDVY,-8.0,40.54710006713867,68.87,34.33,-200.0,100.0,-14.16,-94.36,100.0,0.48,RANGE,42.22
SRAD,-8.01,18.975000381469727,17.47,-100.0,0.0,100.0,5.33,0.0,100.0,1.91,TREND,42.15
PPBT,-8.01,0.6342999935150146,41.59,-100.0,17.95,100.0,96.87,0.0,-20.39,1.57,TREND,42.15
VTC,-8.02,77.88999938964844,32.29,-1.6,-39.45,-100.0,-22.35,0.0,100.0,0.36,RANGE,42.09
OXSQ,-8.03,1.875,50.0,51.74,-117.74,100.0,-94.81,0.0,97.08,0.38,RANGE,42.06
CCD,-8.05,22.59980010986328,80.48,57.74,0.0,100.0,-81.34,-100.0,100.0,0.38,RANGE,42.02
PRME,-8.11,3.984999895095825,34.17,-92.75,-30.26,100.0,-100.0,0.0,100.0,0.45,TREND,41.96
NEO,-8.11,12.75,29.83,-11.13,-79.61,-100.0,100.0,0.0,100.0,2.1,TREND,41.96
CENTA,-8.18,29.29700088500977,37.65,-39.84,0.0,100.0,-100.0,0.0,100.0,2.53,RANGE,41.91
BIVI,-8.19,1.2032999992370603,47.09,-88.27,9.07,100.0,100.0,0.0,-18.13,1.28,TREND,41.87
IVVD,-8.26,2.4549999237060547,33.27,24.03,-117.59,100.0,100.0,0.0,100.0,1.18,RANGE,41.84
BAER,-8.27,2.869999885559082,56.63,100.0,-200.0,100.0,-25.37,0.0,100.0,0.86,TREND,41.8
DRCT,-8.39,1.7100000381469729,33.9,-100.0,105.35,100.0,100.0,0.0,-100.0,0.81,TREND,41.75
MGRC,-8.39,110.15499877929688,51.8,16.87,0.0,100.0,-33.72,0.0,-100.0,1.4,RANGE,41.75
TEM,-8.4,70.33000183105469,54.19,97.39,-200.0,100.0,41.19,-20.96,100.0,0.71,RANGE,41.65
ISTB,-8.4,48.72999954223633,22.54,-3.4,-76.77,-100.0,-100.0,0.0,41.52,0.22,RANGE,41.65
CGNT,-8.4,9.140000343322754,41.22,-100.0,-9.67,100.0,35.77,0.0,-12.49,2.05,RANGE,41.65
AIP,-8.41,17.549999237060547,58.24,81.31,-160.56,100.0,5.82,-41.21,100.0,1.87,TREND,41.58
WRLD,-8.48,138.98500061035156,41.07,-66.06,-200.0,100.0,100.0,44.66,100.0,0.75,RANGE,41.53
BSMR,-8.48,23.75819969177246,50.94,2.34,-30.08,100.0,85.87,-4.71,26.42,0.03,RANGE,41.53
FMHI,-8.5,48.18000030517578,35.42,1.05,-152.43,-100.0,100.0,0.0,100.0,0.65,RANGE,41.47
PI,-8.51,161.75,19.49,-100.0,0.0,100.0,-9.62,0.0,100.0,2.45,TREND,41.4
CISS,-8.51,0.1278000026941299,36.42,-100.0,54.76,100.0,100.0,0.0,-36.87,1.46,TREND,41.4
BSMW,-8.51,25.290000915527344,37.4,2.77,-177.31,100.0,100.0,0.0,100.0,0.5,RANGE,41.4
PLPC,-8.58,247.6199951171875,67.62,95.27,-200.0,100.0,-45.73,0.0,71.36,0.76,TREND,41.33
IKT,-8.66,1.6699999570846558,43.59,-41.65,-12.93,100.0,100.0,0.0,43.14,0.72,RANGE,41.29
FOX,-8.68,65.41999816894531,32.68,-41.38,0.0,100.0,100.0,0.0,-12.23,2.97,RANGE,41.25
SBLK,-8.7,20.3700008392334,43.68,56.61,-200.0,100.0,100.0,0.0,100.0,1.55,TREND,41.22
ZD,-8.73,37.505001068115234,66.62,100.0,-21.41,100.0,-100.0,-83.1,100.0,1.74,RANGE,41.18
COLM,-8.75,53.91999816894531,32.36,-63.43,0.0,100.0,48.52,0.0,100.0,2.37,RANGE,41.14
ALLW,-8.86,28.424999237060547,32.87,3.91,-7.36,-100.0,100.0,0.0,100.0,0.34,RANGE,41.11
GNSS,-8.87,2.3399999141693115,73.68,100.0,-33.56,100.0,-2.67,-100.0,31.06,0.94,RANGE,41.03
VRTL,-8.87,58.05889892578125,65.18,100.0,0.0,-100.0,10.08,-75.9,100.0,0.31,RANGE,41.03
ZEUS,-8.87,48.959999084472656,47.6,50.62,-200.0,100.0,3.81,0.0,100.0,2.44,TREND,41.03
LIVN,-8.9,62.119998931884766,58.86,22.9,0.0,28.43,-99.81,-44.31,100.0,1.23,RANGE,40.96
TXG,-9.02,20.51000022888184,35.52,57.81,-200.0,100.0,100.0,0.0,100.0,1.33,TREND,40.93
FINX,-9.07,29.174999237060547,32.28,-62.63,152.14,100.0,74.94,0.0,-100.0,2.76,RANGE,40.89
SRZN,-9.13,20.09589958190918,50.64,100.0,-200.0,100.0,100.0,0.0,100.0,3.14,TREND,40.85
KSCP,-9.15,4.360000133514404,47.57,100.0,-200.0,100.0,43.43,0.0,100.0,0.67,RANGE,40.8
CBSH,-9.15,54.27999877929688,53.62,28.85,-200.0,-100.0,100.0,0.0,100.0,1.43,RANGE,40.8
NVDG,-9.16,16.6299991607666,62.43,59.09,-40.97,100.0,-100.0,-62.17,100.0,0.36,TREND,40.74
CYTK,-9.27,62.59000015258789,33.53,-19.52,-200.0,-100.0,100.0,0.0,100.0,1.84,RANGE,40.71
PLBY,-9.31,1.924999952316284,57.75,63.04,-137.78,-100.0,-100.0,0.0,100.0,4.13,RANGE,40.67
LMAT,-9.37,88.37999725341797,74.38,100.0,0.0,100.0,-100.0,-100.0,-100.0,2.17,RANGE,40.62
COMT,-9.37,25.684999465942383,33.88,-5.37,-4.63,100.0,45.87,0.0,100.0,0.19,RANGE,40.62
TWST,-9.39,41.43000030517578,62.86,100.0,-200.0,100.0,76.47,-64.32,100.0,1.9,TREND,40.56
PETS,-9.4,3.361000061035156,21.16,-12.28,-134.36,-100.0,100.0,0.0,100.0,2.16,TREND,40.52
IONL,-9.42,41.122100830078125,48.87,97.18,0.0,-100.0,-32.67,0.0,-100.0,0.4,RANGE,40.49
ALMU,-9.5,21.530000686645508,50.44,-84.78,0.0,100.0,100.0,0.0,-100.0,1.79,TREND,40.45
GDRX,-9.57,2.690000057220459,37.93,-100.0,46.6,100.0,68.35,0.0,-42.93,0.88,RANGE,40.42
FWRD,-9.58,28.59000015258789,54.71,100.0,-200.0,100.0,-97.81,0.0,100.0,1.71,TREND,40.38
KMTS,-9.63,22.850000381469727,58.73,-37.39,0.0,100.0,100.0,0.0,-100.0,3.33,TREND,40.34
CCRN,-9.66,9.149999618530272,63.41,100.0,-200.0,100.0,18.6,-67.07,100.0,0.97,TREND,40.31
ADBE,-9.68,296.1099853515625,25.21,-100.0,0.0,100.0,100.0,100.0,-100.0,1.08,TREND,40.27
UBSI,-9.71,41.220001220703125,71.08,70.09,-200.0,100.0,42.7,-100.0,100.0,2.38,RANGE,40.23
RELL,-9.76,10.774999618530272,53.62,28.3,-200.0,100.0,100.0,0.0,100.0,0.7,RANGE,40.2
LKFN,-9.78,59.36000061035156,53.28,82.26,-200.0,100.0,100.0,0.0,100.0,1.97,RANGE,40.16
TRON,-9.79,1.590000033378601,41.83,-100.0,52.77,100.0,100.0,0.0,-77.88,0.86,RANGE,40.12
HOWL,-9.82,0.5541999936103821,29.03,-100.0,53.81,100.0,47.18,0.0,-33.83,0.22,TREND,40.09
NCPL,-9.84,0.6895999908447266,23.06,-100.0,18.64,100.0,100.0,0.0,-41.07,0.68,TREND,40.05
SLE,-9.85,0.6972000002861023,43.83,64.88,-58.96,-100.0,91.68,0.0,8.91,1.17,TREND,40.01
NEXM,-9.88,3.907399892807007,28.42,-85.8,0.0,40.67,3.65,0.0,-18.93,0.38,TREND,39.94
NEWT,-9.88,14.640000343322754,67.18,100.0,-200.0,100.0,100.0,-85.91,100.0,4.91,TREND,39.94
IQ,-9.88,1.955000042915344,30.11,-100.0,30.67,100.0,73.29,0.0,-26.4,1.36,RANGE,39.94
PRPL,-9.9,0.771399974822998,42.61,100.0,-118.26,100.0,-14.43,0.0,84.43,0.17,RANGE,39.87
CMPO,-9.92,25.13999938964844,72.88,100.0,-200.0,100.0,29.62,-100.0,100.0,1.03,TREND,39.83
MCW,-9.94,5.989999771118164,28.79,0.49,-200.0,100.0,100.0,0.0,100.0,2.34,TREND,39.78
GPCR,-9.94,88.58999633789062,69.75,100.0,-200.0,100.0,62.53,-98.77,100.0,1.49,TREND,39.78
COLL,-9.96,45.56999969482422,33.67,-56.54,-200.0,68.1,100.0,0.0,100.0,1.0,RANGE,39.7
UMBF,-9.96,122.11000061035156,60.16,47.04,-200.0,-100.0,54.05,0.0,100.0,2.73,RANGE,39.7
WRAP,-9.99,2.7799999713897705,37.83,-100.0,0.0,100.0,-100.0,0.0,100.0,0.85,TREND,39.63
ULH,-9.99,17.709999084472656,53.55,100.0,-200.0,100.0,-100.0,0.0,100.0,0.66,TREND,39.63
QYLD,-10.0,17.8700008392334,45.99,0.45,-50.62,100.0,86.73,0.0,50.25,3.96,RANGE,39.56
PRVA,-10.0,23.32999992370605,61.07,27.01,-200.0,100.0,-45.89,0.0,100.0,1.45,RANGE,39.56
ALTS,-10.01,2.595000028610229,70.29,100.0,-200.0,100.0,100.0,-100.0,100.0,0.56,TREND,39.49
MBS,-10.01,8.75,34.76,-2.6,-28.12,100.0,80.47,0.0,32.03,0.66,RANGE,39.49
ICLR,-10.04,182.83999633789065,43.03,8.46,0.0,100.0,100.0,0.0,100.0,2.16,RANGE,39.43
IUSV,-10.07,105.25,49.09,7.73,-200.0,100.0,100.0,0.0,100.0,0.17,RANGE,39.4
MAPS,-10.08,0.8278999924659729,25.18,-71.61,-40.74,100.0,93.79,0.0,25.73,1.36,TREND,39.36
ASTE,-10.1,49.02999877929688,54.24,53.89,-200.0,100.0,21.33,0.0,100.0,1.99,TREND,39.32
CTNM,-10.12,11.739999771118164,49.46,100.0,-200.0,100.0,-3.93,2.72,100.0,0.93,TREND,39.29
BSMS,-10.19,23.604999542236328,67.18,4.03,5.32,100.0,94.08,-85.91,10.16,0.33,RANGE,39.25
ALNT,-10.36,61.22999954223633,48.76,69.98,-200.0,100.0,100.0,0.0,100.0,1.82,TREND,39.21
TTEK,-10.37,37.275001525878906,74.06,82.29,-177.43,22.37,100.0,-100.0,100.0,1.41,TREND,39.18
FMB,-10.43,51.459999084472656,46.87,2.71,-70.21,100.0,100.0,0.0,61.35,1.34,RANGE,39.14
FTHI,-10.45,23.95499992370605,66.65,9.57,0.0,100.0,-100.0,0.0,67.59,0.66,RANGE,39.1
LINE,-10.46,36.33000183105469,34.84,-2.43,-200.0,100.0,100.0,0.0,-100.0,3.42,RANGE,39.07
SMHX,-10.47,39.70000076293945,64.1,43.82,0.0,100.0,-100.0,-70.48,100.0,0.86,RANGE,39.03
RUNN,-10.56,35.02000045776367,74.23,29.4,-33.7,100.0,-0.94,-100.0,100.0,0.49,RANGE,38.99
SHV,-10.58,110.31500244140624,71.81,1.54,24.71,100.0,-100.0,-100.0,-5.23,1.09,RANGE,38.94
TMDX,-10.58,143.3800048828125,53.34,69.33,-200.0,-100.0,100.0,0.0,100.0,2.05,TREND,38.94
ALXO,-10.61,1.1699999570846558,2.78,-100.0,-63.73,-100.0,-47.07,0.0,100.0,1.03,RANGE,38.88
HIMZ,-10.65,5.300000190734863,50.96,-100.0,45.21,100.0,100.0,0.0,-100.0,0.31,TREND,38.85
HTLD,-10.69,10.380000114440918,48.03,2.27,-200.0,100.0,100.0,0.0,100.0,1.4,TREND,38.81
EWZS,-10.71,13.380000114440918,35.61,-27.99,0.0,67.16,-2.57,0.0,100.0,2.09,RANGE,38.78
ACAD,-10.75,25.979999542236328,24.41,-54.04,-200.0,100.0,-5.15,0.0,100.0,3.97,RANGE,38.74
SLXN,-10.81,2.2850000858306885,57.97,100.0,-124.57,100.0,-100.0,-39.86,100.0,0.15,TREND,38.7
