Ticker,Score,Close,RSI,EMA_Score,MACD_Score,OBV_Score,Pred_Breakout,Pred_Reversal,Pred_EMA_Cross,Volume_Spike,Regime,Percentile
QNTM,22.58,7.010000228881836,48.01,-31.87,70.54,51.54,100.0,0.0,-23.72,2.59,TREND,75.29
VMBS,22.53,47.18999862670898,30.86,-3.19,-93.07,100.0,72.83,0.0,100.0,0.22,RANGE,75.26
REAL,22.48,16.59000015258789,49.39,-12.11,0.0,100.0,100.0,0.0,-100.0,1.66,TREND,75.22
SNCR,22.47,8.699999809265137,50.0,10.34,-37.41,100.0,100.0,0.0,23.64,0.29,RANGE,75.18
MBB,22.45,95.55999755859376,28.45,-2.34,-96.67,100.0,100.0,0.0,100.0,0.33,RANGE,75.15
TIGR,22.42,9.114999771118164,55.07,-100.0,200.0,100.0,100.0,0.0,-100.0,0.92,RANGE,75.11
ATLX,22.32,5.650000095367432,40.09,31.13,0.0,-100.0,55.78,0.0,18.66,1.18,TREND,75.05
FFAI,22.32,1.0549999475479126,41.3,-100.0,16.85,100.0,100.0,0.0,-21.14,0.49,RANGE,75.05
SPCB,22.26,8.930000305175781,87.15,100.0,14.5,100.0,-100.0,0.0,-100.0,5.01,TREND,75.0
SNY,22.21,46.61000061035156,25.65,-65.17,0.0,100.0,-40.81,0.0,100.0,1.85,RANGE,74.96
QSI,22.2,1.2799999713897705,50.0,57.39,-28.83,-100.0,100.0,0.0,-2.27,0.59,RANGE,74.93
ISHG,22.17,74.71990203857422,39.86,-8.08,200.0,100.0,-3.14,0.0,-100.0,0.88,RANGE,74.89
NMRK,22.13,17.440000534057617,71.15,67.94,0.0,65.42,-100.0,0.0,100.0,2.64,RANGE,74.85
COOT,22.1,0.8151999711990356,41.56,47.4,-22.48,-100.0,100.0,0.0,5.67,0.66,TREND,74.82
SOLT,21.82,8.585000038146973,38.69,34.57,13.84,100.0,-15.6,0.0,-100.0,0.78,TREND,74.78
ALBT,21.8,1.159999966621399,61.36,39.17,65.92,100.0,20.08,0.0,-78.92,0.39,TREND,74.74
ORKA,21.77,33.380001068115234,64.48,100.0,0.0,100.0,-3.85,-72.41,100.0,2.6,RANGE,74.71
ALGT,21.75,89.9000015258789,69.62,41.66,0.0,100.0,19.3,0.0,-100.0,0.92,TREND,74.67
AAON,21.74,94.41999816894533,79.58,100.0,0.0,100.0,-100.0,0.0,-100.0,3.42,TREND,74.62
CTMX,21.74,5.400000095367432,76.99,100.0,0.0,100.0,-100.0,0.0,-100.0,7.27,TREND,74.62
CRSP,21.72,53.5,16.5,-100.0,0.0,100.0,-32.83,0.0,100.0,1.15,RANGE,74.56
SURG,21.71,1.909999966621399,40.8,-6.05,-45.14,100.0,100.0,0.0,51.92,0.44,TREND,74.53
DRIV,21.66,32.43000030517578,56.74,25.08,-46.71,100.0,100.0,0.0,100.0,0.39,TREND,74.49
BRKR,21.64,48.38999938964844,34.1,-100.0,138.81,100.0,100.0,0.0,-100.0,1.26,TREND,74.44
ATNI,21.64,22.559999465942383,77.51,68.78,200.0,100.0,76.86,0.0,-100.0,0.4,RANGE,74.44
CVRX,21.62,5.210000038146973,17.9,-100.0,120.41,100.0,100.0,0.0,-100.0,1.95,TREND,74.38
ADSK,21.59,265.69000244140625,75.27,-69.86,200.0,28.23,100.0,0.0,-100.0,2.62,TREND,74.34
AVDL,21.56,21.5,45.0,-0.4,-47.69,-100.0,100.0,0.0,27.62,0.51,RANGE,74.31
NDAQ,21.51,101.0,62.68,50.13,0.0,-100.0,100.0,-63.39,100.0,2.78,TREND,74.27
IBTO,21.49,24.49679946899414,14.91,-10.3,-59.99,100.0,-100.0,0.0,93.91,0.17,RANGE,74.22
GBDC,21.49,13.84000015258789,54.46,13.34,0.0,-100.0,100.0,0.0,22.89,1.4,RANGE,74.22
SLNO,21.48,42.470001220703125,49.92,27.0,0.0,100.0,100.0,0.0,100.0,1.55,TREND,74.14
IMTX,21.48,9.829999923706056,48.66,69.84,-107.58,100.0,100.0,0.0,100.0,4.56,TREND,74.14
HTZ,21.42,5.579999923706055,59.06,51.49,-11.99,-100.0,53.08,0.0,28.79,3.39,TREND,74.09
ZNTL,21.4,2.9600000381469727,8.82,-100.0,0.0,100.0,100.0,0.0,100.0,0.76,TREND,74.05
VOXR,21.29,4.974999904632568,43.89,45.5,1.94,100.0,90.13,0.0,-31.96,1.37,TREND,74.02
SKYE,21.23,1.0049999952316284,47.23,32.63,121.93,100.0,100.0,0.0,-43.07,0.45,RANGE,73.98
SNT,21.19,4.340000152587891,45.08,-42.31,-25.49,100.0,100.0,0.0,15.3,0.86,TREND,73.94
CLSK,21.16,13.375,50.69,100.0,-200.0,100.0,91.7,0.0,100.0,0.52,RANGE,73.91
III,21.13,5.889999866485596,24.28,-37.86,-161.86,100.0,-5.54,0.0,100.0,1.43,RANGE,73.87
UBRL,21.09,22.684999465942383,49.75,-37.4,200.0,-100.0,100.0,0.0,-100.0,0.54,TREND,73.83
PDFS,21.01,35.790000915527344,84.37,100.0,0.0,100.0,-100.0,-100.0,10.08,1.15,TREND,73.8
BGRN,21.0,47.98759841918945,32.91,-1.19,-79.16,100.0,20.45,0.0,100.0,0.75,RANGE,73.76
VCSH,20.96,79.7699966430664,22.72,-1.47,-51.88,100.0,-100.0,0.0,47.72,0.31,RANGE,73.71
LI,20.96,16.200000762939453,50.0,-86.44,90.27,100.0,66.25,0.0,-100.0,0.92,RANGE,73.71
SOLZ,20.95,14.850000381469728,39.46,23.07,20.37,100.0,11.61,0.0,-100.0,0.46,TREND,73.65
AXSM,20.87,177.22999572753906,50.5,40.87,0.0,-100.0,100.0,0.0,-100.0,1.79,TREND,73.62
EXPI,20.86,9.529999732971191,81.85,32.97,187.3,-100.0,15.19,0.0,-100.0,1.99,TREND,73.58
IXUS,20.8,88.19999694824219,57.39,16.43,0.0,100.0,100.0,0.0,100.0,0.22,RANGE,73.54
BLNE,20.79,3.0799999237060547,78.69,100.0,35.42,100.0,-100.0,-100.0,-100.0,0.71,TREND,73.51
OCUL,20.78,11.260000228881836,52.77,100.0,0.0,100.0,-100.0,-13.86,100.0,0.0,TREND,73.47
NEOG,20.76,9.244999885559082,41.18,29.64,-69.47,100.0,100.0,0.0,100.0,3.47,TREND,73.43
VGSH,20.64,58.71500015258789,20.0,-1.89,-54.92,100.0,-100.0,0.0,22.95,0.8,RANGE,73.4
DOMH,20.61,4.329999923706055,53.58,-1.06,161.19,100.0,100.0,0.0,-100.0,0.88,RANGE,73.36
VCYT,20.6,41.56999969482422,36.71,-91.16,200.0,100.0,100.0,0.0,-100.0,1.56,RANGE,73.32
GTM,20.59,9.03499984741211,6.54,-100.0,-67.71,100.0,-100.0,0.0,100.0,3.39,RANGE,73.27
VSEE,20.59,0.4341000020503998,60.16,97.79,-33.03,100.0,-18.4,-50.79,17.13,0.14,TREND,73.27
ENTX,20.53,1.625,47.57,18.41,-5.86,100.0,100.0,0.0,3.83,0.0,TREND,73.21
RPTX,20.49,2.5850000381469727,37.5,0.71,24.84,-100.0,-26.73,0.0,44.92,2.82,TREND,73.18
UPB,20.45,30.96999931335449,35.59,-1.24,0.0,100.0,43.68,0.0,-100.0,0.73,TREND,73.12
CRNT,20.45,2.3550000190734863,68.96,100.0,-47.1,100.0,-97.44,-94.78,44.08,0.23,TREND,73.12
ACGLO,20.43,21.01000022888184,66.54,34.07,47.75,100.0,-79.86,0.0,-100.0,0.8,RANGE,73.07
UNCY,20.36,6.190000057220459,30.19,29.63,0.0,100.0,83.16,0.0,55.46,1.01,RANGE,73.03
WRD,20.33,8.859999656677246,46.16,-100.0,200.0,100.0,100.0,0.0,-100.0,4.09,RANGE,73.0
DSGR,20.3,29.96999931335449,59.34,15.98,0.0,-100.0,100.0,0.0,100.0,2.81,TREND,72.96
DDOG,20.29,119.0,32.9,-100.0,200.0,100.0,100.0,0.0,-100.0,0.94,TREND,72.92
FATE,20.27,1.190000057220459,72.22,100.0,146.45,100.0,-100.0,0.0,-100.0,2.54,RANGE,72.89
CAPS,20.18,0.652899980545044,62.57,15.98,70.55,100.0,100.0,0.0,-22.14,0.64,TREND,72.85
BWMN,20.1,36.7400016784668,56.71,96.06,-85.26,100.0,-69.22,-33.53,100.0,3.51,RANGE,72.81
TYGO,20.0,2.940000057220459,93.18,100.0,0.0,100.0,-100.0,0.0,-100.0,1.44,TREND,72.76
JAGX,20.0,1.4299999475479126,78.39,100.0,0.0,100.0,-100.0,0.0,-100.0,1.02,TREND,72.76
VIR,19.99,6.070000171661377,13.66,-66.72,0.0,100.0,-100.0,0.0,100.0,1.25,RANGE,72.7
SPRC,19.81,1.0750000476837158,47.65,-100.0,164.47,100.0,70.38,0.0,-100.0,0.44,TREND,72.67
DHC,19.66,5.909999847412109,87.92,100.0,0.0,100.0,-100.0,0.0,-100.0,2.78,TREND,72.63
SMCL,19.65,5.449999809265137,83.21,100.0,0.0,100.0,-100.0,0.0,-100.0,4.63,TREND,72.59
LVO,19.63,4.334000110626221,59.21,100.0,-44.82,100.0,-11.42,-46.05,100.0,0.7,TREND,72.56
GOSS,19.62,2.525000095367432,48.0,-11.98,50.93,100.0,100.0,0.0,-49.11,1.06,TREND,72.52
FISI,19.6,32.18000030517578,70.83,67.93,-6.8,49.13,26.32,-100.0,100.0,1.82,RANGE,72.47
SNBR,19.6,11.640000343322754,71.27,100.0,-90.42,100.0,67.27,-100.0,100.0,1.32,TREND,72.47
MRAM,19.55,13.25,81.96,100.0,0.0,100.0,-100.0,0.0,-100.0,1.26,TREND,72.41
SMCX,19.46,13.760000228881836,83.73,100.0,0.0,100.0,-100.0,0.0,-100.0,5.53,TREND,72.38
ISPC,19.34,0.3833000063896179,65.76,100.0,-42.31,100.0,-100.0,-78.8,31.29,0.31,TREND,72.34
PRZO,19.3,1.375,30.11,49.79,-53.38,100.0,100.0,0.0,37.81,0.2,TREND,72.3
ELVA,19.23,9.80500030517578,81.58,100.0,0.0,100.0,-100.0,0.0,-100.0,3.64,TREND,72.27
IBRX,19.15,5.53000020980835,96.63,100.0,0.0,100.0,-100.0,0.0,-100.0,1.06,TREND,72.23
AISP,18.97,4.320000171661377,95.07,100.0,0.0,100.0,-100.0,0.0,-100.0,4.95,TREND,72.18
EXFY,18.97,1.4149999618530271,64.75,-7.77,23.31,100.0,100.0,0.0,-23.47,0.58,TREND,72.18
OSW,18.96,19.71999931335449,20.66,-100.0,0.0,100.0,-51.66,0.0,86.45,1.61,RANGE,72.12
FOXA,18.94,71.95999908447266,29.96,-63.94,0.0,100.0,100.0,0.0,100.0,1.25,RANGE,72.08
KE,18.86,30.81999969482422,53.16,99.36,-200.0,100.0,-10.0,0.0,100.0,1.77,RANGE,72.05
SNPS,18.85,516.2899780273438,64.64,12.19,0.0,100.0,100.0,0.0,-100.0,1.59,TREND,72.01
BZAI,18.83,2.250099897384644,52.17,88.75,65.54,100.0,49.47,0.0,-25.37,0.8,RANGE,71.98
FIVE,18.8,196.67999267578125,47.61,-37.79,0.0,-100.0,100.0,0.0,100.0,2.01,TREND,71.94
Z,18.77,68.54000091552734,59.12,41.17,0.0,-100.0,32.45,0.0,100.0,1.99,RANGE,71.9
OVID,18.76,1.5700000524520874,26.74,-73.33,-91.59,100.0,100.0,100.0,98.69,1.63,RANGE,71.87
UPXI,18.7,2.307699918746948,34.82,27.43,-34.11,100.0,17.95,0.0,10.97,0.44,TREND,71.83
USTB,18.66,50.84000015258789,24.06,-1.25,-93.45,93.95,-3.37,0.0,61.2,0.15,RANGE,71.79
CCEP,18.57,89.25,55.47,16.98,0.0,-100.0,100.0,0.0,-100.0,1.1,RANGE,71.76
LEXX,18.46,0.7599999904632568,47.48,-13.77,107.62,-100.0,-64.42,0.0,-100.0,0.3,TREND,71.72
CTRN,18.42,46.790000915527344,39.84,-38.94,0.0,100.0,100.0,0.0,-100.0,1.9,TREND,71.68
ALLT,18.4,10.43000030517578,32.63,-100.0,120.0,100.0,100.0,0.0,-100.0,2.47,TREND,71.65
AZN,18.38,94.4000015258789,35.11,-12.64,0.0,100.0,15.35,0.0,-100.0,1.98,RANGE,71.61
NMTC,18.36,0.9028000235557556,57.24,37.0,-56.33,-100.0,100.0,0.0,17.67,1.79,TREND,71.57
CENN,18.33,0.1564999967813491,58.99,28.72,2.66,100.0,100.0,0.0,-1.05,1.31,RANGE,71.54
DEFT,18.29,1.090000033378601,43.05,65.97,-87.06,100.0,100.0,0.0,52.4,0.54,TREND,71.48
FEMY,18.29,0.6546000242233276,40.51,100.0,-26.93,100.0,25.18,47.46,23.37,0.18,TREND,71.48
ROP,18.24,416.1400146484375,29.15,-83.31,200.0,100.0,-100.0,0.0,-100.0,3.34,TREND,71.41
SHY,18.24,82.79499816894531,18.65,-1.81,-82.84,100.0,-100.0,0.0,56.95,1.36,RANGE,71.41
COCH,18.19,0.6898000240325928,54.43,16.91,39.79,100.0,100.0,0.0,-18.95,0.28,TREND,71.36
SDGR,18.14,16.799999237060547,17.23,-100.0,-20.51,100.0,-100.0,0.0,100.0,3.92,RANGE,71.32
CRML,18.08,17.65999984741211,47.44,100.0,-200.0,100.0,100.0,12.78,100.0,0.33,TREND,71.28
MLKN,18.0,19.309999465942383,52.82,3.11,0.0,100.0,34.75,0.0,-80.96,1.68,TREND,71.25
SKOR,17.95,49.150001525878906,31.21,-2.21,-6.05,100.0,-100.0,0.0,6.28,0.16,RANGE,71.21
BOLD,17.93,1.2489999532699585,49.5,-13.9,19.84,100.0,100.0,0.0,-6.86,0.22,TREND,71.17
AEP,17.88,119.95999908447266,75.77,62.62,35.66,100.0,89.34,0.0,-100.0,1.62,RANGE,71.12
HSDT,17.88,3.305000066757202,40.15,-8.79,138.58,-100.0,1.37,0.0,-100.0,0.15,RANGE,71.12
SAIA,17.75,350.7799987792969,34.59,-85.24,0.0,100.0,10.02,0.0,100.0,1.7,TREND,71.06
BSCU,17.6,16.91200065612793,30.35,-4.48,-63.64,100.0,-100.0,0.0,19.13,0.91,RANGE,71.03
LOOP,17.59,1.149999976158142,46.76,33.31,-29.84,100.0,60.43,0.0,36.17,0.67,TREND,70.97
VXUS,17.59,78.63500213623047,57.16,16.55,0.0,100.0,100.0,0.0,100.0,0.58,RANGE,70.97
CTOR,17.52,1.0499999523162842,37.23,-94.89,-101.77,100.0,85.03,0.0,74.83,2.31,RANGE,70.92
ASBP,17.48,2.2049999237060547,44.72,-100.0,200.0,100.0,100.0,0.0,-100.0,0.01,TREND,70.88
ARQT,17.41,25.88999938964844,27.3,-87.56,0.0,100.0,100.0,100.0,100.0,1.75,TREND,70.85
ICLN,17.3,17.665000915527344,66.67,45.76,0.0,100.0,-80.89,-83.35,100.0,1.28,TREND,70.79
EWBC,17.3,115.22000122070312,57.65,-13.11,-185.55,72.14,100.0,-38.27,100.0,1.1,RANGE,70.79
SMCI,17.27,32.650001525878906,83.48,100.0,0.0,100.0,-100.0,0.0,-100.0,1.34,TREND,70.74
GILT,17.25,17.8799991607666,67.18,100.0,-120.92,100.0,35.0,-85.88,100.0,1.22,TREND,70.7
IBTL,17.24,20.475000381469727,22.12,-8.82,-66.79,100.0,-100.0,0.0,47.62,0.87,RANGE,70.66
AREC,17.23,3.5799999237060547,41.7,100.0,-174.25,100.0,100.0,41.51,100.0,1.03,TREND,70.63
VUZI,17.19,3.150000095367432,20.02,-100.0,-200.0,100.0,100.0,0.0,100.0,1.72,RANGE,70.59
FLUX,17.18,1.5299999713897705,52.81,-5.38,-1.3,-100.0,100.0,0.0,8.31,0.98,TREND,70.54
EEFT,17.18,74.58000183105469,46.67,31.02,0.0,100.0,100.0,16.67,100.0,1.19,RANGE,70.54
LYEL,17.17,23.770000457763672,48.81,-6.44,0.0,100.0,85.69,0.0,100.0,1.4,TREND,70.48
ZUMZ,17.14,26.170000076293945,76.53,88.54,0.0,100.0,48.66,0.0,-100.0,1.82,TREND,70.44
VCIG,17.04,0.8468000292778015,27.58,100.0,-94.9,100.0,-3.87,0.0,100.0,0.1,TREND,70.41
SMX,17.0,24.11000061035156,48.28,-100.0,200.0,100.0,100.0,0.0,-100.0,0.54,TREND,70.35
ORCX,17.0,16.43000030517578,36.51,-100.0,200.0,100.0,100.0,0.0,-100.0,0.21,TREND,70.35
GSIW,16.94,0.1476999968290329,72.21,100.0,10.93,100.0,-100.0,0.0,-6.41,0.12,RANGE,70.3
QQA,16.92,53.65999984741211,57.97,-2.3,157.14,100.0,-24.15,0.0,-100.0,0.65,RANGE,70.26
PLMR,16.9,128.60000610351562,42.12,-27.2,-194.21,100.0,74.6,0.0,100.0,1.23,RANGE,70.23
VFLO,16.88,39.60499954223633,20.92,-37.47,-107.68,100.0,-100.0,0.0,100.0,0.47,RANGE,70.19
AIA,16.74,105.5500030517578,64.34,21.64,0.0,-100.0,62.74,0.0,100.0,0.39,TREND,70.15
NPCE,16.73,16.940000534057617,55.26,86.93,-70.15,100.0,46.55,-26.31,100.0,1.19,RANGE,70.12
IBTJ,16.71,21.907899856567383,19.27,-5.19,-50.88,100.0,-100.0,0.0,16.25,0.47,RANGE,70.08
ILIT,16.68,17.899999618530273,26.11,-44.32,0.0,100.0,-39.1,0.0,100.0,0.72,TREND,70.04
DPZ,16.6,400.4500122070313,33.13,-58.0,0.0,100.0,-23.11,0.0,100.0,2.0,RANGE,70.01
FTA,16.58,88.89700317382812,44.67,7.21,-183.01,100.0,100.0,0.0,100.0,0.81,RANGE,69.97
BIOX,16.56,1.2949999570846558,64.29,100.0,-34.2,100.0,-2.62,0.0,100.0,0.67,TREND,69.93
EQ,16.55,1.149999976158142,48.33,-28.81,88.42,100.0,100.0,0.0,-100.0,0.5,TREND,69.9
PODD,16.54,287.7200012207031,65.24,39.25,0.0,100.0,100.0,0.0,-100.0,1.22,RANGE,69.86
SVRE,16.52,1.7000000476837158,65.51,100.0,0.0,68.66,-100.0,0.0,31.62,14.5,TREND,69.83
USEA,16.42,1.809999942779541,53.56,100.0,-83.16,100.0,100.0,-17.81,100.0,0.27,TREND,69.79
BGC,16.36,9.039999961853027,65.85,71.07,90.15,99.62,33.65,-79.27,-19.1,2.05,RANGE,69.75
DRUG,16.35,88.33000183105469,42.23,-31.15,0.0,-100.0,100.0,0.0,100.0,2.83,TREND,69.72
EMBC,16.34,12.399999618530272,28.82,-50.52,0.0,100.0,-18.12,0.0,100.0,1.79,TREND,69.68
RHLD,16.29,206.08999633789065,50.83,-90.31,0.0,100.0,-11.75,0.0,100.0,1.19,RANGE,69.64
MIND,16.22,10.630000114440918,26.09,88.81,-200.0,100.0,100.0,0.0,100.0,0.74,TREND,69.61
NBIX,16.15,132.39999389648438,34.72,-27.31,0.0,100.0,100.0,76.39,100.0,2.04,TREND,69.57
TIVC,16.12,1.2200000286102295,48.75,-100.0,146.73,100.0,100.0,0.0,-100.0,1.67,TREND,69.52
LNT,16.12,67.33000183105469,62.47,56.08,-200.0,100.0,100.0,-62.34,100.0,1.33,RANGE,69.52
IMKTA,16.11,70.73999786376953,68.75,13.7,-24.43,-100.0,93.09,0.0,-100.0,2.08,RANGE,69.46
KOSS,16.08,4.395999908447266,55.22,19.31,-169.91,100.0,100.0,0.0,100.0,0.38,RANGE,69.42
ZYME,16.07,23.5,26.8,-36.75,0.0,100.0,100.0,0.0,70.98,1.33,TREND,69.37
LSCC,16.07,83.22000122070312,42.03,-59.68,0.0,100.0,75.33,0.0,100.0,1.38,TREND,69.37
LFWD,16.05,0.6901000142097473,60.48,100.0,-70.99,100.0,-100.0,0.0,57.1,0.54,RANGE,69.28
ASRT,16.05,11.390000343322754,73.67,100.0,0.0,100.0,-100.0,-100.0,-100.0,1.29,TREND,69.28
VCTR,16.05,67.88999938964844,81.07,41.22,0.0,100.0,-21.07,0.0,-42.12,1.01,TREND,69.28
INAB,16.04,2.5799999237060547,80.68,100.0,0.0,100.0,-100.0,0.0,-100.0,0.64,TREND,69.21
BZFD,16.02,0.942799985408783,17.72,-71.0,-71.86,100.0,-26.3,0.0,76.86,2.3,RANGE,69.17
INGN,15.91,6.239999771118164,21.45,-100.0,-177.13,100.0,100.0,100.0,100.0,1.18,RANGE,69.13
OLPX,15.9,1.6349999904632568,51.18,-30.77,37.77,-100.0,100.0,0.0,-81.05,3.83,TREND,69.1
CCCX,15.75,17.239999771118164,49.1,-100.0,0.0,100.0,100.0,4.51,100.0,1.05,TREND,69.06
OMAB,15.73,109.44000244140624,77.81,-19.18,200.0,100.0,100.0,0.0,-100.0,3.68,RANGE,69.01
DXCM,15.73,69.54000091552734,47.43,15.92,0.0,100.0,100.0,12.86,100.0,1.67,RANGE,69.01
WHWK,15.72,2.9200000762939453,50.91,100.0,-150.91,100.0,83.31,-4.57,100.0,0.49,TREND,68.93
BTSG,15.72,39.15999984741211,61.33,37.2,-139.41,100.0,100.0,-56.66,100.0,1.87,TREND,68.93
SCNX,15.68,0.5299999713897705,56.48,-54.07,42.92,-62.38,100.0,0.0,-50.45,0.01,RANGE,68.88
ROKU,15.66,103.66000366210938,23.49,-100.0,0.0,100.0,100.0,0.0,-12.03,1.59,RANGE,68.84
NVCR,15.65,13.640000343322754,44.53,-22.4,-87.97,100.0,100.0,27.34,100.0,3.33,TREND,68.77
TRMD,15.65,22.690000534057617,31.55,-10.95,-75.25,100.0,97.55,0.0,100.0,1.39,TREND,68.77
VFS,15.65,3.424999952316284,46.95,3.72,-166.43,-100.0,100.0,0.0,100.0,2.14,RANGE,68.77
TEAD,15.49,0.6798999905586243,65.18,100.0,-20.26,100.0,91.31,-75.89,27.65,0.34,TREND,68.7
SCSC,15.44,41.2599983215332,50.0,15.28,-200.0,100.0,59.53,0.0,100.0,0.0,RANGE,68.66
KRYS,15.38,284.75,39.29,84.6,-200.0,100.0,100.0,0.0,100.0,1.36,TREND,68.59
CRE,15.38,0.3050000071525574,71.4,100.0,59.36,-100.0,71.87,0.0,-41.54,2.66,TREND,68.59
INDV,15.38,32.529998779296875,35.07,-100.0,200.0,100.0,-27.62,0.0,-100.0,1.64,TREND,68.59
EVLV,15.37,6.239999771118164,24.62,-100.0,77.18,100.0,-70.74,0.0,-100.0,1.57,RANGE,68.51
VRME,15.29,1.340000033378601,76.0,100.0,-53.36,100.0,-100.0,-100.0,100.0,0.39,TREND,68.48
MRX,15.23,40.43000030517578,66.93,100.0,0.0,-100.0,-100.0,-84.64,-34.82,4.15,RANGE,68.44
MBRX,15.22,4.150000095367432,53.72,10.79,0.0,100.0,100.0,0.0,100.0,1.53,TREND,68.4
BSJT,15.2,21.65999984741211,63.42,3.89,128.5,-100.0,-22.23,0.0,-100.0,0.43,RANGE,68.37
SEIE,15.05,33.470001220703125,59.32,15.3,139.01,100.0,100.0,0.0,-100.0,0.93,RANGE,68.33
TTAN,15.02,90.72000122070312,24.98,-100.0,200.0,100.0,-100.0,0.0,-100.0,1.4,TREND,68.29
TBCH,14.92,13.699999809265137,50.87,14.4,-2.96,100.0,-30.78,0.0,100.0,1.06,TREND,68.26
RMTI,14.88,0.963800013065338,45.36,10.26,-18.65,100.0,100.0,0.0,-8.55,0.46,TREND,68.22
ICCM,14.86,0.6805999875068665,47.68,29.37,-20.13,100.0,100.0,0.0,18.62,0.61,RANGE,68.19
LLYVK,14.8,83.93000030517578,42.7,22.43,-11.57,100.0,100.0,0.0,100.0,1.42,RANGE,68.15
FTCI,14.71,12.380000114440918,62.73,100.0,0.0,-100.0,-100.0,0.0,-100.0,1.93,TREND,68.11
BIAF,14.68,1.3700000047683716,64.21,100.0,-65.6,100.0,-100.0,-71.06,40.9,0.88,TREND,68.08
DGXX,14.62,3.180000066757202,47.01,100.0,-86.57,100.0,-14.87,14.96,100.0,4.04,RANGE,68.04
SCYX,14.57,0.6500999927520752,45.37,-4.63,26.77,100.0,-47.31,0.0,7.62,2.02,TREND,68.0
FTXO,14.55,38.36000061035156,67.41,3.86,0.0,100.0,59.66,0.0,100.0,0.1,RANGE,67.97
KOID,14.51,34.290000915527344,75.05,56.91,0.0,100.0,-100.0,-100.0,100.0,0.25,TREND,67.91
ARBK,14.51,4.690000057220459,48.88,15.03,0.0,100.0,100.0,0.0,-100.0,0.96,TREND,67.91
QIPT,14.48,3.5899999141693115,40.0,7.8,-37.42,-100.0,100.0,0.0,14.74,2.15,TREND,67.86
REGN,14.47,732.719970703125,14.49,-100.0,0.0,100.0,75.86,0.0,-100.0,1.95,RANGE,67.82
VTIP,14.4,49.45500183105469,18.7,-3.48,-86.36,100.0,-100.0,0.0,63.82,0.79,RANGE,67.78
CHSCL,14.39,25.59000015258789,37.31,-2.75,-2.6,100.0,43.11,0.0,38.19,0.13,RANGE,67.75
GLE,14.33,0.374099999666214,56.39,4.49,28.36,52.24,95.09,0.0,4.14,0.26,TREND,67.71
GGAL,14.31,51.400001525878906,53.5,-100.0,200.0,100.0,100.0,0.0,-100.0,0.97,RANGE,67.66
AVS,14.31,9.270000457763672,28.27,-27.65,-200.0,95.4,85.26,0.0,100.0,0.0,RANGE,67.66
FV,14.19,67.37999725341797,76.56,48.66,-1.35,100.0,-100.0,-100.0,100.0,0.93,TREND,67.6
JAZZ,14.17,169.41000366210938,44.79,58.05,-200.0,100.0,100.0,0.0,100.0,1.14,RANGE,67.57
PNFP,14.06,98.48999786376952,70.03,62.91,0.0,-100.0,46.58,-100.0,100.0,3.02,RANGE,67.53
ALDX,14.04,4.610000133514404,76.06,100.0,0.0,100.0,-100.0,0.0,22.1,2.16,TREND,67.47
MKTX,14.04,176.0399932861328,65.28,53.17,0.0,100.0,100.0,-76.38,-100.0,1.0,RANGE,67.47
AIRO,14.0,13.350000381469728,52.52,100.0,-200.0,100.0,100.0,0.0,100.0,0.74,TREND,67.42
AQMS,13.98,6.079999923706055,46.96,100.0,-46.98,100.0,83.81,0.0,100.0,0.9,RANGE,67.38
BOOM,13.82,8.449999809265137,51.61,100.0,-200.0,100.0,100.0,0.0,100.0,0.56,TREND,67.35
IMRX,13.8,4.579999923706055,58.93,12.66,0.0,100.0,100.0,0.0,100.0,1.14,TREND,67.29
JEM,13.8,0.1826000064611435,63.0,-40.26,18.93,100.0,100.0,0.0,-16.05,2.04,TREND,67.29
XBTY,13.77,10.949999809265137,19.52,-61.01,0.0,100.0,-100.0,0.0,53.56,0.2,RANGE,67.24
BFRG,13.74,0.723800003528595,63.34,31.61,9.67,100.0,-37.07,0.0,2.05,0.34,TREND,67.2
DFSC,13.72,1.965000033378601,46.53,-100.0,126.93,100.0,100.0,0.0,-99.5,0.51,TREND,67.16
GAIA,13.68,3.829999923706055,55.21,100.0,-108.47,100.0,-87.41,-26.04,100.0,0.96,RANGE,67.13
ESPR,13.64,3.0299999713897705,26.36,-100.0,0.0,100.0,100.0,100.0,100.0,1.33,TREND,67.09
KBWB,13.62,86.13999938964844,65.03,6.05,0.0,100.0,13.17,0.0,100.0,0.38,RANGE,67.06
XGN,13.42,4.684999942779541,17.61,-100.0,0.0,100.0,100.0,100.0,57.9,0.68,TREND,67.0
SKWD,13.42,46.459999084472656,67.7,12.6,0.0,100.0,100.0,0.0,-100.0,2.42,TREND,67.0
ATYR,13.41,0.711899995803833,44.7,55.12,-27.98,100.0,100.0,0.0,52.66,1.26,TREND,66.95
IGSB,13.1,52.915000915527344,26.37,-1.21,-74.97,69.5,-100.0,0.0,36.74,0.62,RANGE,66.91
SUPN,13.07,49.9900016784668,27.14,-62.11,0.0,100.0,-100.0,0.0,100.0,2.94,TREND,66.87
PAHC,13.06,41.0,70.32,82.19,0.0,100.0,-100.0,0.0,-100.0,1.91,RANGE,66.84
EXLS,12.99,42.77000045776367,59.93,24.41,0.0,-100.0,100.0,0.0,-100.0,1.66,RANGE,66.8
TIL,12.91,7.050000190734863,37.9,-52.05,0.0,100.0,100.0,0.0,100.0,2.66,TREND,66.76
